wav,label,Cluster_0,Cluster_1,Cluster_2,Projection
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-416__source_movie__0__angry_media.wav,train,11,1,0,"[-5.899918474005433, 4.1185893817203265]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-368__source_drama__0__angry_media.wav,train,130,1,0,"[-5.498274616932662, 4.271241481640568]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1063_IWL_ANG_XX.wav,train,58,13,2,"[7.922622183589324, 4.97063993986045]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-513__source_movie__0__angry_media.wav,train,96,1,0,"[-5.624382554990405, 4.137740692999136]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-656__source_movie__0__angry_media.wav,train,145,6,3,"[-22.32484739772687, 0.778130278169713]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-562__source_movie__0__angry_media.wav,train,21,1,0,"[-5.99950212855562, 4.3933334669243065]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-07.wav,train,71,12,1,"[8.416073228863041, -6.059676956971053]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-11__source_drama__0__angry_media.wav,train,76,0,0,"[-3.734251456885975, 1.6224881596266982]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1026_WSI_ANG_XX.wav,train,85,4,2,"[6.519155139086486, -0.8373049331466597]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-354__source_drama__0__angry_media.wav,train,3,3,0,"[-5.1055980225441395, 4.314181441279787]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0013_000594.wav,train,50,2,1,"[11.114845077846011, -4.833002428773246]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_bought_angry.wav,train,90,9,1,"[11.43844141673861, -3.8284063896724816]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-681__source_movie__0__angry_media.wav,train,84,1,0,"[-6.169675505044054, 4.084822671458198]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_shall_angry.wav,train,101,9,1,"[11.72650368100903, -4.4318905497040895]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-135__source_drama__0__angry_media.wav,train,41,1,0,"[-5.883577982557175, 4.477656833704778]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-367__source_drama__0__angry_media.wav,train,34,4,2,"[6.300499115000804, -0.854502257019263]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-587__source_movie__0__angry_media.wav,train,95,5,3,"[-11.004984720496665, -13.907281748490204]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1050_TIE_ANG_XX.wav,train,34,4,2,"[6.348484974723893, -0.8630333397528864]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000584.wav,train,119,2,1,"[11.045297007908532, -5.110580775955709]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-89__source_drama__0__angry_media.wav,train,55,0,0,"[-3.243692102921047, 1.627937314070359]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-19.wav,train,32,7,1,"[13.589754694834072, -6.976094580986232]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000586.wav,train,4,2,1,"[11.072433275181396, -4.460155738900021]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-03.wav,train,66,12,1,"[7.121359500205113, -6.801507753489105]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1057_DFA_ANG_XX.wav,train,5,4,2,"[5.258549087309921, 0.48721899282225584]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-682__source_movie__0__angry_media.wav,train,121,6,3,"[-20.5900648153577, -1.7974997615309394]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-261__source_drama__0__angry_media.wav,train,21,1,0,"[-6.005128957710994, 4.395661751936171]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-607__source_movie__0__angry_media.wav,train,11,1,0,"[-5.881497494714996, 4.11576752384108]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-12__source_drama__0__angry_media.wav,train,79,1,0,"[-5.715764131506446, 4.39279738375619]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-119__source_drama__0__angry_media.wav,train,86,1,0,"[-5.936416952530089, 3.6433756212212165]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000586.wav,train,23,9,1,"[12.150736135196427, -3.93678667010786]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-600__source_movie__0__angry_media.wav,train,147,1,0,"[-6.107057143658881, 4.036682563847827]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-581__source_movie__0__angry_media.wav,train,21,1,0,"[-6.003147930630907, 4.392494573056427]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-711__source_movie__1__angry_media.wav,train,21,1,0,"[-6.002013867398535, 4.392333525802734]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1009_ITH_ANG_XX.wav,train,22,4,2,"[6.068471235813016, -1.2149696215694459]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1050_ITH_ANG_XX.wav,train,34,4,2,"[6.341795288306871, -0.8510325221784675]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1048_IWL_ANG_XX.wav,train,22,4,2,"[6.1140235074709635, -1.210489974665539]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-01.wav,train,66,12,1,"[7.167279460844505, -6.5595593107810215]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-03.wav,train,66,12,1,"[7.066164487513038, -6.8383306908414045]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-582__source_movie__0__angry_media.wav,train,146,1,0,"[-6.161744417072013, 3.6017750969526086]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-483__source_movie__1__angry_media.wav,train,26,6,3,"[-21.335707621792693, -5.269174391164884]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1090_TIE_ANG_XX.wav,train,34,4,2,"[6.341139629653835, -0.8619584258047076]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1006_IOM_ANG_XX.wav,train,34,4,2,"[6.3463994755425395, -0.8530935181318664]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000657.wav,train,2,2,1,"[11.112004948661472, -4.664849920412523]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0013_000691.wav,train,4,2,1,"[11.05745332215424, -4.458447879374443]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-437__source_movie__0__angry_media.wav,train,21,1,0,"[-6.009736978971223, 4.382271453419303]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1002_DFA_ANG_XX.wav,train,42,4,2,"[5.93983847808585, -0.17229013150642575]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-726__source_movie__0__angry_media.wav,train,96,1,0,"[-5.627172578689654, 4.137701059601911]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000591.wav,train,20,2,1,"[11.243342747712815, -4.814027718478838]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-345__source_drama__0__angry_media.wav,train,30,0,0,"[-3.7243863795207806, 1.836135345163935]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-629__source_movie__0__angry_media.wav,train,50,2,1,"[11.070371561164402, -4.809397853632054]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000451.wav,train,119,2,1,"[11.150704493139603, -5.056724082086626]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-526__source_movie__0__angry_media.wav,train,26,6,3,"[-21.308456106521497, -5.234562008546397]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-2__source_drama__0__angry_media.wav,train,81,0,0,"[-2.8338219249064114, 1.8059742065917932]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1022_IWL_ANG_XX.wav,train,22,4,2,"[6.074387129620296, -1.2429467664705849]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0018_000386.wav,train,20,2,1,"[11.234020575781303, -4.8118049592548]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-254__source_drama__0__angry_media.wav,train,140,3,0,"[-4.741270189247326, 4.949829311647787]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000564.wav,train,45,2,1,"[11.12322123569894, -4.663458976034799]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-620__source_movie__0__angry_media.wav,train,36,6,3,"[-21.26860398945894, -5.487074496430794]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-445__source_movie__1__angry_media.wav,train,26,6,3,"[-21.299679868397703, -5.301098651546093]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-88__source_drama__1__angry_media.wav,train,143,3,0,"[-4.471573693583782, 4.574879530070364]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-519__source_movie__0__angry_media.wav,train,6,5,3,"[-18.418505013429947, -11.70638019421415]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-314__source_drama__0__angry_media.wav,train,99,1,0,"[-6.211201999792922, 4.506580175741635]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-496__source_movie__0__angry_media.wav,train,21,1,0,"[-6.010662256464149, 4.399373407309723]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-398__source_drama__0__angry_media.wav,train,140,3,0,"[-4.763582041467313, 5.011616102792821]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-539__source_movie__0__angry_media.wav,train,11,1,0,"[-5.879113022085054, 4.106333342869074]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-724__source_movie__0__angry_media.wav,train,11,1,0,"[-5.891430311090637, 4.112814144994448]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-652__source_movie__0__angry_media.wav,train,21,1,0,"[-5.995551236585382, 4.399160372449605]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-310__source_drama__0__angry_media.wav,train,148,1,0,"[-5.85365960237892, 3.51522175090656]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-427__source_movie__0__angry_media.wav,train,13,3,0,"[-4.513257878792234, 4.556445431473122]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-158__source_drama__0__angry_media.wav,train,21,1,0,"[-5.994185953658567, 4.40564908187351]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-473__source_movie__0__angry_media.wav,train,21,1,0,"[-6.011765894669335, 4.384669382131013]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1054_IEO_ANG_HI.wav,train,22,4,2,"[6.037690029019695, -1.1974229417929247]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0015_000580.wav,train,20,2,1,"[11.231363248423774, -4.815753205576347]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-276__source_drama__1__angry_media.wav,train,81,0,0,"[-2.84995298064445, 1.81605593117539]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-447__source_movie__0__angry_media.wav,train,21,1,0,"[-5.9868157949842775, 4.3853592279255595]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-30__source_drama__0__angry_media.wav,train,128,16,0,"[-6.815869232288231, -0.7063357567598685]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-24.wav,train,31,7,1,"[13.710610108244794, -5.985378162948084]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-564__source_movie__0__angry_media.wav,train,38,8,3,"[-11.363188711301413, -2.0388877210105947]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000433.wav,train,4,2,1,"[11.064306144890617, -4.478484775255063]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-01.wav,train,66,12,1,"[7.064444668718033, -6.8773557496236855]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-01-01-16.wav,train,31,7,1,"[13.67061343509478, -5.651720217854668]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-21.wav,train,57,7,1,"[13.015786227476923, -6.09581455486561]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-185__source_drama__0__angry_media.wav,train,41,1,0,"[-5.874302910268509, 4.4858332227351]"
